Customer_ID,Cluster,Persona,Top_3_Rewards,Scores,Business_Insight,Expected_Impact,Customer_Message
C0011,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 86.64, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 84.94, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 84.94, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[86.64, 84.94, 84.94]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0012,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 85.23, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 83.53, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 83.53, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[85.23, 83.53, 83.53]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0013,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 86.75, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 85.05, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 85.05, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[86.75, 85.05, 85.05]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0014,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 83.84, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 82.14, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 82.14, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[83.84, 82.14, 82.14]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0015,2,Value Shopper,"[{'reward_name': 'Cashback', 'score': 80.24, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 78.54, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Travel Cashback', 'score': 78.54, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}]","[80.24, 78.54, 78.54]","Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Cashback, Shopping Vouchers, Travel Cashback. Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0016,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 85.29, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 83.59, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 83.59, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[85.29, 83.59, 83.59]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0017,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 83.03, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 82.53, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 81.23, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[83.03, 82.53, 81.23]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0018,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 89.64, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 87.94, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 87.94, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[89.64, 87.94, 87.94]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0019,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 79.87, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 79.37, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 78.07, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[79.87, 79.37, 78.07]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0020,0,Digital Explorer,"[{'reward_name': 'Cashback', 'score': 77.68, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Electronics Discounts', 'score': 76.48, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Shopping Vouchers', 'score': 75.98, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[77.68, 76.48, 75.98]","Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Cashback, Electronics Discounts, Shopping Vouchers. Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0021,2,Value Shopper,"[{'reward_name': 'Travel Cashback', 'score': 82.73, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 81.43, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 79.73, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their tv preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[82.73, 81.43, 79.73]","Value Shopper customers in cluster 2 show a strong fit for Travel Cashback, Cashback, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Travel Cashback, Cashback, Shopping Vouchers. Value Shopper customers in cluster 2 show a strong fit for Travel Cashback, Cashback, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0022,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 89.14, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 87.44, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 87.44, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[89.14, 87.44, 87.44]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0023,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 87.39, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 85.69, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 85.69, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[87.39, 85.69, 85.69]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0024,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 93.44, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 91.74, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 91.74, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[93.44, 91.74, 91.74]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0025,2,Value Shopper,"[{'reward_name': 'Travel Cashback', 'score': 84.17, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 82.87, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 81.17, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[84.17, 82.87, 81.17]","Value Shopper customers in cluster 2 show a strong fit for Travel Cashback, Cashback, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Travel Cashback, Cashback, Shopping Vouchers. Value Shopper customers in cluster 2 show a strong fit for Travel Cashback, Cashback, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
